isi_unique_article_identifier, doi, authors_raw, authors_clean, authors_excluded, title, publication_year
"000254641600014","10.1111/j.1365-2958.2008.06183.x","Cordova, Carmen D; Gescher, Johannes S; Spormann, Alfred M","Cordova, Carmen D; Gescher, Johannes S; Spormann, Alfred M","","Dissimilatory iron reduction in Escherichia coli: identification of CymA of Shewanella oneidensis and NapC of E-coli as ferric reductases","2008"
"000256459000004","10.1038/msb.2008.26","Adar, Rivka; Ben Yehezkel, Tuval; Gronau, Ilan; Kaplan, Shai; Linshiz, Gregory; Ravid, Sivan; Shapiro, Ehud","Adar, Rivka; Ben Yehezkel, Tuval; Gronau, Ilan; Kaplan, Shai; Linshiz, Gregory; Ravid, Sivan; Shapiro, Ehud","","Recursive construction of perfect DNA molecules from imperfect oligonucleotides","2008"
"000255756200003","10.1038/nnano.2008.117","Jones, Richard","Jones, Richard","Jones, Richard","The question of complexity","2008"
"000255164100025","","Grant, Bob","Grant, Bob","Grant, Bob","Hot paper in synthetic biology - Bacteria's bare necessities","2008"
"000256151500001","10.1186/1475-2859-7-14","Heermann, Ralf; Jung, Kirsten; Zeppenfeld, Tim","Heermann, Ralf; Jung, Kirsten; Zeppenfeld, Tim","","Simple generation of site-directed point mutations in the Escherichia coli chromosome using Red (R)/ET (R) recombination","2008"
"000255026000036","10.1038/452824a","Bennett, Matthew R; Hasty, Jeff","Bennett, Matthew R; Hasty, Jeff","","Systems biology - Genome rewired","2008"
"000254792500023","10.1038/452692a","Benner, Steven","Benner Steven A","","What is life? Investigating the nature of life in the age of synthetic biology","2008"
"000271775107002","","Zhang, Ming-Qiang","Zhang, Ming-Qiang","","MEDI 204-Synthetic biology approaches to natural product lead optimization","2008"
"000256489900002","10.1093/dnares/dsn002","Ara, Katsutoshi; Endo, Keiji; Kadoya, Ryosuke; Kageyama, Yasushi; Kakeshita, Hiroshi; Kanaya, Shigehiko; Kodama, Takeko; Liu, Shengao; Manabe, Kenji; Morimoto, Takuya; Ogasawara, Naotake; Ozaki, Katsuya; Ozawa, Tadahiro; Sawada, Kazuhisa; Tohata, Masatoshi","Ara, Katsutoshi; Endo, Keiji; Kadoya, Ryosuke; Kageyama, Yasushi; Kakeshita, Hiroshi; Kanaya, Shigehiko; Kodama, Takeko; Liu, Shengao; Manabe, Kenji; Morimoto, Takuya; Ogasawara, Naotake; Ozaki, Katsuya; Ozawa, Tadahiro; Sawada, Kazuhisa; Tohata, Masatoshi","","Enhanced recombinant protein productivity by genome reduction in Bacillus subtilis","2008"
"000254124100001","10.1111/j.1462-2920.2008.01581.x","Galperin, Michael Y","Galperin, Michael Y","Galperin, Michael Y","The dawn of synthetic genomics","2008"
"000258367300006","10.2976/1.2896331","Jungmann, Ralf; Renner, Stephan; Simmel, Friedrich C","Jungmann, Ralf; Renner, Stephan; Simmel, Friedrich","","From DNA nanotechnology to synthetic biology","2008"
"000255210300057","","Bobos, L D; Crisan, M; Horovitz, O; Mocanu, A; Petean, I; Tomoaia, G H; Tomoaia-Cotisel, M","Bobos, Dorel-Liviu; Crisan, M; Horovitz, Ossi; Mocanu, Aurora; Petean, I; Tomoaia, Gheorghe; Tomoaia-Cotisel, Maria","","Supramolecular organization of collagen and anti-cancer drugs","2008"
"000255551300004","10.1038/msb.2008.20","Bar-Ziv, Roy; Buxboim, Amnon; Daube, Shirley S","Bar-Ziv, Roy; Buxboim, Amnon; Daube, Shirley S","","Synthetic gene brushes: a structure-function relationship","2008"
"000254782500016","10.1038/nbt0408-387","Boldt, Joachim; Mueller, Oliver","Boldt, Joachim; Mueller, Oliver","Boldt, Joachim; Mueller, Oliver","Newtons of the leaves of grass","2008"
"000255125000051","","Anonymous","Anonymous","Anonymous","Groningen adds synthetic biology","2008"
"000254772700031","10.1073/pnas.0710875105","Fletcher, Daniel A; Li, Thomas H; Liu, Allen P; Parekh, Sapun H; Richmond, David L; Stachowiak, Jeanne C","Fletcher, Daniel A; Li, Thomas H; Liu, Allen P; Parekh, Sapun H; Richmond, David L; Stachowiak, Jeanne C","","Unilamellar vesicle formation and encapsulation by microfluidic jetting","2008"
"000256501300002","10.1145/1353536.1346282","Winfree, Erik","Winfree, Erik","","Toward molecular programming with DNA","2008"
"000255022600008","10.1089/bsp.2007.0048","Hammond, Edward; Race, Margaret S","Hammond, Edward; Race, Margaret S","Hammond, Edward; Race, Margaret S","An evaluation of the role and effectiveness of institutional biosafety committees in providing oversight and security at biocontainment laboratories","2008"
"000207743200002","10.1017/S1745855208005929","Franklin, Sarah; Gaskell, George; Lipton, Peter; Mason, Chris; Venter, Craig","Franklin, Sarah; Gaskell, George; Lipton, Peter; Mason, Chris; Venter, J Craig","Franklin, Sarah","Beyond the Genome: The Challenge of Synthetic Biology","2008"
"000253481000022","10.1128/JVI.02041-07","Baric, Ralph; Corti, Davide; Donaldson, Eric; Pickles, Raymond; Rockx, Barry; Sheahan, Timothy; Sims, Amy","Baric, Ralph; Corti, Davide; Donaldson, Eric; Pickles Raymond J.; Rockx, Barry; Sheahan, Timothy; Sims, Amy","","Mechanisms of zoonotic severe acute respiratory syndrome coronavirus host range expansion in human airway epithelium","2008"
"000254708600002","10.1021/mp700151b","Ajikumar, Parayil Kumaran; Carlsen, Simon; Mucha, Oliver; Phon, Too Heng; Stephanopoulos, Gregory; Tyo, Keith","Ajikumar, Parayil Kumaran; Carlsen, Simon; Mucha, Oliver; Phon, Too Heng; Stephanopoulos, Gregory; Tyo, Keith","","Terpenoids: Opportunities for biosynthesis of natural product drugs using engineered microorganisms","2008"
"000254033600005","","Hoecker, Birte","Hoecker, Birte","","Biochemistry and molecular biology 2007","2008"
"000254123400020","10.1038/nbt0308-296","Holt, Robert A","Holt Robert A.","","Synthetic genomes brought closer to life","2008"
"000253808900004","10.1080/15257770701853679","Benner, Steven A; Havemann, Stephanie A; Hoshika, Shuichi; Hutter, Daniel","Benner Steven A; Havemann, Stephanie A; Hoshika, Shuichi; Hutter, Daniel","","Incorporation of multiple sequential pseudothymidines by DNA polymerases and their impact on DNA duplex structure","2008"
"000253530600035","10.1126/science.1151721","Algire, Mikkel A; Andrews-Pfannkoch, Cynthia; Baden-Tillson, Holly; Benders, Gwynedd A; Brownley, Anushka; Denisova, Evgeniya A; Gibson, Daniel G; Glass, John I; Hutchison, Clyde A, III; Merryman, Chuck; Noskov, Vladimir N; Smith, Hamilton O; Stockwell, Timothy B; Thomas, David W; Venter, J Craig; Young, Lei; Zaveri, Jayshree","Algire, Mikkel A; Andrews-Pfannkoch, Cynthia; Baden-Tillson, Holly; Benders Gwynedd A.; Brownley, Anushka; Denisova, Evgeniya A; Gibson, Daniel G; Glass, John I; Hutchison, Clyde A, III; Merryman Charles E.; Noskov Vladimir N.; Smith Hamilton O.; Stockwell, Timothy B; Thomas, David W; Venter, J Craig; Young, Lei; Zaveri, Jayshree","","Complete chemical synthesis, assembly, and cloning of a Mycoplasma genitalium genome","2008"
"000260586500024","10.1371/journal.pone.0001680","Bae, Jae Hyun; Budisa, Nediljko; Hess, Petra; Moroder, Luis; Steiner, Thomas; Wiltschi, Birgit","Bae, Jae Hyun; Budisa, Nediljko; Hess, Petra; Moroder, Luis; Steiner, Thomas; Wiltschi, Birgit","","Synthetic Biology of Proteins: Tuning GFPs Folding and Stability with Fluoroproline","2008"
"000254562500005","10.3197/096327108X271932","Preston, Christopher J","Preston, Christopher J","Preston, Christopher J","Synthetic biology: Drawing a line in Darwin's sand","2008"
"000252611700005","10.1109/TSMCB.2007.906975","Chang, Yu-Te; Chen, Bor-Sen; Wang, Yu-Chao","Chang, Yu-Te; Chen, Bor-Sen; Wang, Yu-Chao","","Robust H-infinity-stabilization design in gene networks under Stochastic molecular noises: Fuzzy-interpolation approach","2008"
"000252640200214","","Strutin, Michal","Strutin, Michal","Strutin, Michal","What is life? Investigating the nature of life in the age of synthetic biology","2008"
"000253365100009","10.1016/j.mbs.2007.11.002","Chen, Bor-Sen; Wu, Wei-Sheng","Chen, Bor-Sen; Wu, Wei-Sheng","","Robust filtering circuit design for stochastic gene networks under intrinsic and extrinsic molecular noises","2008"
"000253763700097","10.1103/PhysRevE.77.021919","Bagh, Sangram; Dong, Guang Qiang; Lim, Len H; Mazumder, Mostafizur; McMillen, David R; Movva, Ashok B; Sardana, Vandit; Velauthapillai, Tharsan","Bagh, Sangram; Dong, Guang Qiang; Lim, Len H; Mazumder, Mostafizur; McMillen, David; Movva, Ashok B; Sardana, Vandit; Velauthapillai, Tharsan","","Plasmid-borne prokaryotic gene expression: Sources of variability and quantitative system characterization","2008"
"000253763700086","10.1103/PhysRevE.77.021908","Dong, Guang Qiang; McMillen, David R","Dong, Guang Qiang; McMillen, David","","Effects of protein maturation on the noise in gene expression","2008"
"000253491500008","10.1093/protein/gzm085","Chin, Jason W; Christ, Daniel","Chin, Jason W; Christ, Daniel","","Engineering Escherichia coli heat-resistance by synthetic gene amplification","2008"
"000252880000007","10.1002/cbic.200700546","Gallivan, Justin P; Topp, Shana","Gallivan, Justin P; Topp, Shana","","Random walks to synthetic riboswitches - A high-throughput selection based on cell motility","2008"
"000264284200049","10.1109/BIBM.2008.77","Chen, Xi; Ellington, Andrew D; Pan, David Z; Yu, Peng","Chen, Xi; Ellington Andrew D.; Pan, David Z; Yu, Peng","","Synthetic Biology Design and Analysis: a Case Study of Frequency Entrained Biological Clock","2008"
"000263713400037","","Hallinan, Jennifer S; Wipat, Anil","Hallinan, Jennifer; Wipat, Anil","","Network Motifs in Context: An Exploration of the Evolution of Oscillatory Dynamics in Transcriptional Networks","2008"
"000252515200009","10.1021/cb700259j","Savage, David F; Silver, Pamela A; Way, Jeffrey","Savage, David F; Silver, Pamela A; Way Jeffery C.","","Defossiling fuel: How synthetic biology can transform biofuel production","2008"
"000252515200013","10.1021/cb700256w","Song, Hao; Wong, Jeffrey V; You, Lingchong","Song, Hao; Wong, Jeffrey V; You, Lingchong","","A whole more than the sum of its synthetic parts","2008"
"000252515200015","10.1021/cb700249v","Bromley, Elizabeth H C; Channon, Kevin; Moutevelis, Efrosini; Woolfson, Derek N","Bromley, Elizabeth H C; Channon, Kevin; Moutevelis, Efrosini; Woolfson, Derek N","","Peptide and protein building blocks for synthetic biology: From programming biomolecules to self-organized biomolecular systems","2008"
"000252515200016","10.1021/cb700185e","Filipovska, Aleksandra; Rackham, Oliver","Filipovska, Aleksandra; Rackham, Oliver","","Building a parallel metabolism within the cell","2008"
"000252515200017","10.1021/cb7002434","Keasling, Jay D","Keasling, Jay D","","Synthetic biology for synthetic chemistry","2008"
"000261373200003","","Muggleton, Stephen","Muggleton, Stephen","","Developing Robust Synthetic Biology Designs Using a Microfluidic Robot Scientist","2008"
"000311032700010","10.1016/S1554-4516(08)00009-4","Luisi, Pier Luigi; Stano, Pasquale","Luisi, Pier Luigi; Stano, Pasquale","","SELF-REPRODUCTION OF MICELLES, REVERSE MICELLES, AND VESICLES: COMPARTMENTS DISCLOSE A GENERAL TRANSFORMATION PATTERN","2008"
"000257040800009","10.1002/anie.200801098","Alexander, Cameron; Pasparakis, George","Alexander, Cameron; Pasparakis, George","","Sweet talking double hydrophilic block copolymer vesicles","2008"
"000258679300006","10.1146/annurev.bioeng.10.061807.160536","Jayaraman, Arul; Wood, Thomas K","Jayaraman, Arul; Wood, Thomas K","","Bacterial quorum sensing: Signals, circuits, and implications for biofilms and disease","2008"
"000258679300007","10.1146/annurev.bioeng.10.061807.160514","Koerber, James T; Lim, Kwang-il; Schaffer, David V","Koerber, James T; Lim, Kwang-il; Schaffer, David V","","Molecular engineering of viral gene delivery vehicles","2008"
"000259968000012","10.1146/annurev.micro.62.081307.163002","Kuipers, Oscar P; Smits, Wiep Klaas; Veening, Jan-Willem","Kuipers Oscar P.; Smits, Wiep Klaas; Veening, Jan-Willem","","Bistability, Epigenetics, and Bet-Hedging in Bacteria","2008"
"000252334600008","10.1002/bies.20664","Calvert, Jane; Davies, Jonathan F; O'Malley, Maureen A; Powell, Alexander","Calvert, Jane; Davies, Jonathan F; O'Malley, Maureen A; Powell, Alexander","Calvert, Jane; Davies, Jonathan F; O'Malley, Maureen A; Powell, Alexander","Knowledge-making distinctions in synthetic biology","2008"
"000258995700015","","Fulton, Rachael; Gilbert, David; Gu, Xu; Heiner, Monika; Rosser, Susan; Trybilo, Maciej","Fulton, Rachael; Gilbert, David R; Gu, Xu; Heiner, Monika; Rosser, Susan; Trybilo, Maciej","","A case study in model-driven synthetic biology","2008"
"000252878700007","10.1021/bp0701214","Patnaik, Ranjan","Patnaik, Ranjan","","Engineering complex phenotypes in industrial strains","2008"
"000257885700014","","Bethge, Lucas; Hainke, Sven; Roeglin, Lars; Seitz, Oliver; Socher, Elke; Thurley, Stefanie","Bethge, Lucas; Hainke, Sven; Roeglin, Lars; Seitz, Oliver; Socher, Elke; Thurley, Stefanie","","Recognizing and controlling biomolecular interactions with nucleic acids","2008"
"000261351200004","10.1007/978-3-540-74111-4_4","Hallinan, Jennifer","Hallinan, Jennifer","","Synthetic Biology: Life, Jim, but Not As We Know It","2008"
"000264677700012","","Levasseur, Anthony; Poch, Olivier; Pontarotti, Pierre; Thompson, Julie D","Levasseur, Anthony; Poch, Olivier; Pontarotti, Pierre; Thompson, Julie D","","Strategies for Reliable Exploitation of Evolutionary Concepts in High Throughput Biology","2008"
"000265422400007","","Donaldson, Robin; Gilbert, David; Heiner, Monika","Donaldson, Robin; Gilbert, David R; Heiner, Monika","","Petri Nets for Systems and Synthetic Biology","2008"
"000256699200006","","Batt, Gregory; Maler, Oded","Batt, Gregory; Maler, Oded","","Approximating continuous systems by timed automata","2008"
"000262459700003","","Morange, Michel","Morange, Michel","Morange, Michel","The Death of Molecular Biology","2008"
"000253158000021","10.1109/TAC.2007.911330","Batt, Gregory; Belta, Calin; Weiss, Ron","Batt, Gregory; Belta, Calin; Weiss, Ron","","Temporal logic analysis of gene networks under parameter uncertainty","2008"
"000255272400002","10.1080/13511610802002189","Wolbring, Gregor","Wolbring, Gregor","Wolbring, Gregor","Why NBIC? Why human performance enhancement","2008"
"000258052000018","10.1016/j.biocel.2008.01.011","Gimona, Mario; Lorenzi, Maria","Gimona, Mario; Lorenzi, Maria","","Synthetic actin-binding domains reveal compositional constraints for function (Retracted article. See vol. 45, pg. 512, 2013","2008"
"000207904300002","10.1111/j.1751-7915.2007.00001.x","Bertram, Ralph; Hillen, Wolfgang","Bertram, Ralph; Hillen, Wolfgang","","The application of Tet repressor in prokaryotic gene regulation and expression","2008"
"000252120600015","10.1038/NMETH1143","Fujita, Kyoko; Itaya, Mitsuhiro; Kuroki, Azusa; Tsuge, Kenji","Fujita, Kyoko; Itaya, Mitsuhiro; Kuroki, Azusa; Tsuge, Kenji","","Bottom-up genome assembly using the Bacillus subtilis genome vector","2008"
"000259526300006","10.1111/j.1469-8137.2008.02611.x","Frommer, Wolf B; Okumoto, Sakiko; Takanaga, Hitomi","Frommer Wolf B.; Okumoto, Sakiko; Takanaga, Hitomi","","Quantitative imaging for discovery and assembly of the metabo-regulome","2008"
"000257706000001","10.1111/j.1469-8137.2008.02565.x","Bennett, Malcolm; Monk, Nick","Bennett, Malcolm; Monk, Nick","","The flowering of systems approaches in plant and crop biology","2008"
"000257706000007","10.1111/j.1469-8137.2008.02433.x","Bowen, Tessa A; Medford, June I; Zdunek, Jeffrey K","Bowen, Tessa A; Medford, June I; Zdunek, Jeffrey K","","Cultivating plant synthetic biology from systems biology","2008"
"000273016800049","10.1109/SASOW.2008.14","Bachrach, Jonathan; Beal, Jacob","Bachrach, Jonathan; Beal, Jacob","","Cells Are Plausible Targets for High-Level Spatial Languages","2008"
"000252140800027","","Mossman, Kaspar","Mossman, Kaspar","Mossman, Kaspar","Amyris biotechnologies - The emerging field of synthetic biology provides candidates for a new generation of biofuels","2008"
"000252353200002","10.1080/09537320701726320","Geldart, Alison; Jones, Richard; Wood, Stephen","Geldart, Alison; Jones, Richard; Wood, Stephen","Geldart, Alison; Jones, Richard; Wood, Stephen","Crystallizing the nanotechnology debate","2008"
"000251905100010","10.1021/cb700250n","Brownlee, Christen","Brownlee, Christen","Brownlee, Christen","Michelle Chang: Putting the pieces together with synthetic biology","2007"
"000252212600030","","Diagana, Thierry T; Hale, Victoria; Keasling, Jay D; Renninger, Neil","Diagana, Thierry T; Hale, Victoria; Keasling, Jay D; Renninger, Neil","Hale, Victoria; Renninger, Neil","Microbially derived artemisnin: A biotechnology solution to the global problem of access to affordable antimalarial drugs","2007"
"000251948300015","10.1089/bsp.2007.0923","Endy, Drew; Epstein, Gerald L; Friedman, Robert M; Garfinkel, Michele S","Endy, Drew; Epstein, Gerald L; Friedman, Robert M; Garfinkel, Michele S","Epstein, Gerald L; Friedman, Robert M; Garfinkel, Michele S","Synthetic genomics - Options for governance","2007"
"000252766200014","","Maria, G","Maria, G","","Modelling bistable genetic regulatory circuits under variable volume framework","2007"
"000252802600002","10.1016/j.copbio.2007.10.005","Wilkinson, Barrie; Zhang, Ming-Qiang","Wilkinson, Barrie; Zhang, Ming-Qiang","","Drug discovery beyond the 'rule-of-five","2007"
"000251954100005","10.1016/j.cbpa.2007.10.003","Ismagilov, Rustem F; Maharbiz, Michel M","Ismagilov Rustem F.; Maharbiz, Michel M","","Can we build synthetic, multicelullar systems by controlling developmental signaling in space and time","2007"
"000251954100006","10.1016/j.cbpa.2007.10.004","Gallivan, Justin P","Gallivan, Justin P","","Toward reprogramming bacteria with small molecules and RNA","2007"
"000252119000010","10.1038/msb4100202","Serrano, Luis","Serrano, Luis","","Synthetic biology: promises and challenges","2007"
"000252336600009","10.2217/17435889.2.6.817","Simmel, Friedrich C","Simmel, Friedrich","","Towards biomedical applications for nucleic acid nanodevices","2007"
"000251489800009","10.1007/s11948-007-9043-4","Miller, Seumas; Selgelid, Michael J","Miller, Seumas; Selgelid, Michael J","Miller, Seumas; Selgelid, Michael J","Ethical and philosophical consideration of the dual-use dilemma in the biological sciences","2007"
"000250359400037","10.1016/j.bbrc.2007.09.057","Kambam, Pavan Kumar Reddy; Sayut, Daniel J; Sun, Lianhong","Kambam, Pavan Kumar Reddy; Sayut, Daniel J; Sun, Lianhong","","Noise and kinetics of LuxR positive feedback loops","2007"
"000250060200003","10.1016/j.bbrc.2007.07.201","Bianchini, Paolo; Diaspro, Alberto; Kuruma, Yutetsu; Luisi, Pier Luigi; Murtas, Giovanni","Bianchini, Paolo; Diaspro, Alberto; Kuruma, Yutetsu; Luisi, Pier Luigi; Murtas, Giovanni","","Protein synthesis in liposomes with a minimal set of enzymes","2007"
"000252363500001","10.1186/1752-0509-1-47","Kaznessis, Yiannis N","Kaznessis, Yiannis N","","Models for synthetic biology","2007"
"000251359600004","10.1016/j.biosystems.2007.02.002","Breit, Timo M; Pimentel, Andy D; Pronk, Tessa E; Roos, Marco","Breit, Timo M; Pimentel, Andy D; Pronk, Tessa E; Roos, Marco","","Taking the example of computer systems engineering for the analysis of biological cell systems","2007"
"000250125800017","10.1002/bit.21463","Fussenegger, Martin; Kramer, Beat P; Weber, Wilfried","Fussenegger, Martin; Kramer, Beat P; Weber, Wilfried","","A genetic time-delay circuitry in mammalian cells","2007"
"000251551000003","10.1038/msb4100187","Cox, Robert Sidney, III; Elowitz, Michael B; Surette, Michael G","Cox, Robert Sidney, III; Elowitz, Michael; Surette Michael G.","","Programming gene expression with combinatorial promoters","2007"
"000251551000001","10.1038/msb4100185","Alon, Uri; Elowitz, Michael B; Rosenfeld, Nitzan; Swain, Peter S; Young, Jonathan W","Alon, Uri; Elowitz, Michael; Rosenfeld, Nitzan; Swain, Peter S; Young, Jonathan W","","Accurate prediction of gene feedback circuit behavior from component properties","2007"
"000250638400015","10.1073/pnas.0704256104","Arnold, Frances H; Brenner, Katie; Karig, David K; Weiss, Ron","Arnold, Frances H; Brenner, Katie; Karig, David K; Weiss, Ron","","Engineered bidirectional communication mediates a consensus in a microbial biofilm consortium","2007"
"000249516700002","10.1098/rstb.2007.2065","Macia, Javier; Munteanu, Andreea; Rodriguez-Caso, Carlos; Sole, Ricard V","Macia, Javier; Munteanu, Andreea; Rodriguez-Caso, Carlos; Sole, Ricard","","Synthetic protocell biology: from reproduction to computation","2007"
"000249516700008","10.1098/rstb.2007.2072","Fellermann, Harold; Sole, Ricard V","Fellermann, Harold; Sole, Ricard","","Minimal model of self-replicating nanocells: a physically embodied information-free scenario","2007"
"000249516700010","10.1098/rstb.2007.2074","Macia, Javier; Sole, Ricard V","Macia, Javier; Sole, Ricard","","Synthetic Turing protocells: vesicle self-reproduction through symmetry-breaking instabilities","2007"
"000250644500001","10.1016/j.jbiotec.2007.07.952","Inoue, Tan; Saito, Hirohide","Inoue, Tan; Saito, Hirohide","","RNA and RNP as new molecular parts in synthetic biology","2007"
"000251122800002","","Dreyfuss, Rochelle Cooper; Reichman, Jerome H","Dreyfuss, Rochelle Cooper; Reichman, Jerome H","Dreyfuss, Rochelle Cooper; Reichman, Jerome H","Harmonization without consensus: Critical reflections on drafting a substantive patent law treaty","2007"
"000250827000003","10.1093/nar/gkm692","Inoue, Tan; Kashida, Shunnichi; Saito, Hirohide; Shiba, Kiyotaka","Inoue, Tan; Kashida, Shunnichi; Saito, Hirohide; Shiba, Kiyotaka","","The role of peptide motifs in the evolution of a protein network","2007"
"000248905100020","10.1007/s11084-007-9095-0","Kuruma, Yutetsu","Kuruma, Yutetsu","","Biosynthesis of phosphatidic acid in liposome compartments - Toward the self-reproduction of minimal cells","2007"
"000248905100022","10.1007/s11084-007-9090-5","Murtas, Giovanni","Murtas, Giovanni","","Construction of a semi-synthetic minimal cell: A model for early living cells","2007"
"000251113500006","10.1371/journal.pcbi.0030187","Huang, Lei; Lipan, Ovidiu; Navenot, Jean-Marc; Peiper, Stephen C; Wang, Zixuan","Huang, Lei; Lipan, Ovidiu; Navenot, Jean-Marc; Peiper Stephen C.; Wang, Zixuan","","Heat shock response in CHO mammalian cells is controlled by a Nonlinear Stochastic process","2007"
"000249818700009","10.1093/bioinformatics/btm362","Batt, Gregory; Belta, Calin; Weiss, Ron; Yordanov, Boyan","Batt, Gregory; Belta, Calin; Weiss, Ron; Yordanov, Boyan","","Robustness analysis and tuning of synthetic gene networks","2007"
"000249524300004","10.1101/gad.1586107","Ajo-Franklin, Caroline M; Drubin, David A; Eskin, Julian A; Gee, Elaine P S; Landgraf, Dirk; Phillips, Ira; Silver, Pamela A","Ajo-Franklin, Caroline M; Drubin, David A; Eskin, Julian A; Gee, Elaine P S; Landgraf, Dirk; Phillips, Ira; Silver, Pamela A","","Rational design of memory in eukaryotic cells","2007"
"000249333600021","10.1073/pnas.0703961104","Smolke, Christina D; Win, Maung Nyan","Smolke Christina D.; Win, Maung Nyan","","A modular and extensible RNA-based gene-regulatory platform for engineering cellular function","2007"
"000248968000004","10.1038/nchembio0907-521","Lim, Wendell A; Yeh, Brian J","Lim Wendell A.; Yeh, Brian J","","Synthetic biology: lessons from the history of synthetic organic chemistry","2007"
"000248968000005","10.1038/nchembio0907-527","Bucci, Mirella","Bucci, Mirella","Bucci, Mirella","Berkeley center for synthetic biology","2007"
"000249313800008","10.1016/j.jbiotec.2007.06.008","Bacchus, William; Fussenegger, Martin; Gruber, Franziska; Hamberger, Mattia; Weber, Wilfried","Bacchus, William; Fussenegger, Martin; Gruber, Franziska; Hamberger, Mattia; Weber, Wilfried","","A novel vector platform for vitamin H-inducible transgene expression in mammalian cells","2007"
"000247907100002","10.1098/rsif.2006.0206","Balagadde, Frederick; Marguet, Philippe; Tan, Cheemeng; You, Lingchong","Balagadde, Frederick; Marguet, Philippe; Tan, Cheemeng; You, Lingchong","","Biology by design: reduction and synthesis of cellular components and behaviour","2007"
"000247582500001","10.1016/j.bbrc.2007.05.115","Zhang, Hong-Yu","Zhang, Hong-Yu","","Exploring the evolution of standard amino-acid alphabet: When genomics meets thermodynamics","2007"
"000248494400037","10.1126/science.1144622","Alperovich, Nina; Glass, John I; Hutchison, Clyde A, III; Lartigue, Carole; Parmar, Prashanth P; Pieper, Rembert; Smith, Hamilton O; Venter, J Craig","Alperovich, Nina; Glass, John I; Hutchison, Clyde A, III; Lartigue, Carole; Parmar, Prashanth P; Pieper, Rembert; Smith Hamilton O.; Venter, J Craig","","Genome transplantation in bacteria: Changing one species to another","2007"
"000249980400012","10.1016/j.copbio.2007.07.002","Charusanti, Pep; Cho, Byung-Kwan; Herrgard, Markus J; Palsson, Bernhard O","Charusanti, Pep; Cho, Byung-Kwan; Herrgard, Markus J; Palsson, Bernhard O","","Microbial regulatory and metabolic networks","2007"
"000249707300020","10.1007/s12038-007-0099-8","Dhar, Pawan K","Dhar, Pawan Kumar","","The next step in biology: A periodic table","2007"
"000249223700001","10.1038/msb4100173","Anderson, J Christopher; Arkin, Adam P; Voigt, Christopher A","Anderson Christopher J.; Arkin Adam P.; Voigt, Christopher A","","Environmental signal integration by a modular AND gate","2007"
"000249612300012","10.1093/nar/gkm498","Adelfinskaya, O; Froeyen, M; Herdewijn, P; Marliere, P; Nauwelaerts, K; Terrazas, M","Adelfinskaya, Olga; Froeyen, Mathy; Herdewijn, Piet; Marliere Philippe; Nauwelaerts, K; Terrazas, M","","Polymerase-catalyzed synthesis of DNA from phosphoramidate conjugates of deoxynucleotides and amino acids","2007"
"000248603900026","10.1073/pnas.0608451104","Balazsi, Gabor; Collins, James J; Murphy, Kevin F","Balazsi, Gabor; Collins, James J; Murphy, Kevin F","","Combinatorial promoter design for engineering noisy gene expression","2007"
"000248693000001","10.1016/j.jbiotec.2007.05.014","Fussenegger, Martin; Greber, David","Fussenegger, Martin; Greber, David","","Mammalian synthetic biology: Engineering of sophisticated gene networks","2007"
"000247720900027","10.1038/448032a","Ball, Philip","Ball, Philip","Ball, Philip","Synthetic biology - Designs for life","2007"
"000247900000016","10.1073/pnas.0704624104","Collins, James J; Lu, Timothy K","Collins, James J; Lu, Timothy K","","Dispersing biofilms with engineered enzymatic bacteriophage","2007"
"000250673700003","10.1093/bib/bbm028","Thieffry, Denis","Thieffry, Denis","","Dynamical roles of biological regulatory circuits","2007"
"000248402400007","10.1016/j.chembiol.2007.06.005","Hartig, Joerg S; Wieland, Markus","Hartig Jorg; Wieland, Markus","","RNA quadruplex-based modulation of gene expression","2007"
"000248688400020","","Bausch, Niko; Beckman, Christoph; Coates, Nigel; Foster, Teresa; Gaisser, Sabine; Gregory, Matthew; Greiner, Thomas; Martin, Christine J; Moss, Steven; Nur-E-Alam, Mohammed; Pearl, Laurence; Prodromou, Chris; Sheehan, Lesley S; Sheridan, Rose M; Vousden, Bill; Wilkinson, Barrie; Zhang, Ming-Qiang","Bausch, Niko; Beckman, Christoph; Coates, Nigel; Foster, Teresa; Gaisser, Sabine; Gregory, Matthew; Greiner, Thomas; Martin, Christine J; Moss, Steven; Nur-E-Alam, Mohammed; Pearl, Laurence; Prodromou, Chris; Sheehan, Lesley S; Sheridan, Rose M; Vousden, Bill; Wilkinson, Barrie; Zhang, Ming-Qiang","","Towards ""best-in-Class' Hsp90 inhibitors: A synthetic biology approach","2007"
"000247944100009","10.1128/JVI.00505-07","Baric, Ralph; Cameron, Mark; Donaldson, Eric; Harkema, Jack; Heise, Mark; Kelvin, David; Pickles, Raymond; Rockx, Barry; Sheahan, Timothy; Sims, Amy","Baric, Ralph; Cameron, Mark; Donaldson, Eric; Harkema, Jack; Heise Mark T.; Kelvin, David; Pickles Raymond J.; Rockx, Barry; Sheahan, Timothy; Sims, Amy","","Synthetic reconstruction of zoonotic and early human severe acute respiratory syndrome coronavirus isolates that produce fatal disease in aged mice","2007"
"000248492100003","10.1038/msb4100165","Doktycz, Mitchel J; Simpson, Michael L","Doktycz, Mitchel J; Simpson, Michael L","","Nano-enabled synthetic biology","2007"
